file_name,iso,analog_gain,digital_gain,red_gain,blue_gain,shutter_speed (microseconds)
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_33_2025-01-07_165433_.jpg,0,8.0,1.31640625,2.26171875,2.69921875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_34_2025-01-07_165438_.jpg,0,8.0,1.31640625,2.28515625,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_35_2025-01-07_165443_.jpg,0,8.0,1.31640625,2.29296875,2.66796875,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_36_2025-01-07_165448_.jpg,0,8.0,1.31640625,2.30078125,2.59375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_37_2025-01-07_165454_.jpg,0,8.0,1.31640625,2.30078125,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_38_2025-01-07_165459_.jpg,0,8.0,1.31640625,2.32421875,2.61328125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_39_2025-01-07_165504_.jpg,0,8.0,1.31640625,2.2734375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_40_2025-01-07_165509_.jpg,0,8.0,1.31640625,2.30859375,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_41_2025-01-07_165514_.jpg,0,8.0,1.4140625,2.2578125,2.68359375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_42_2025-01-07_165520_.jpg,0,8.0,1.31640625,2.296875,2.6484375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_43_2025-01-07_165525_.jpg,0,8.0,1.31640625,2.3046875,2.66015625,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_44_2025-01-07_165530_.jpg,0,8.0,1.4140625,2.234375,2.5859375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_45_2025-01-07_165536_.jpg,0,8.0,1.31640625,2.4140625,2.40234375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_46_2025-01-07_165541_.jpg,0,8.0,1.30078125,2.37890625,2.4453125,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_47_2025-01-07_165546_.jpg,0,8.0,1.30078125,2.31640625,2.5859375,30901
/media/pi/D6CC-BE2A/Code_Pictures_2025-01-07_165139/well_48_2025-01-07_165551_.jpg,0,8.0,1.4140625,2.26953125,2.6328125,30901
